CDDS3 0.579222 0.0377521 4.91381e+08 6.25595e+07 0.592125 0.036285 7.77358e+07 1.41867e+07 
CDDS6 0.668329 0.0389844 3.13874e+07 8.38512e+06 0.654728 0.0395185 1.1393e+08 1.90041e+07 
CDDS9 0.534868 0.0703437 3.76059e+08 6.93665e+07 0.597574 0.058413 1.41968e+08 3.15282e+07 
CDDS14 0.644214 0.0407402 4.27514e+08 5.39588e+07 0.590235 0.045164 5.98025e+08 9.13636e+07 
CDDS17 0.731836 0.0877061 9.48085e+08 2.47121e+08 0.632678 0.0465188 5.43641e+08 8.01494e+07 
CDDS26 1.17246 0.0326521 8.72146e+08 8.09299e+07 0.559033 0.0378451 6.2771e+08 8.56968e+07 
CDDS30 0.525698 0.0364902 6.1055e+08 7.34428e+07 0.584248 0.03894 5.64885e+08 7.65477e+07 
CDDS31 0.895378 0.0412751 4.89019e+08 7.49802e+07 0.740599 0.0490367 1.07789e+08 1.59032e+07 
